Year,Player,Age,Hometown,Home State,Tm,FantPos,FantPt,Height (inches),Weight,College,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2007,Sean Morey,31,Marshfield,MA,ARI,WR,14,12,200,Hebron Prep,2/26/1976,7,1999,0,0,0,0,0,0,0
2013,A.J. Jenkins,24,Jacksonville,FL,KAN,WR,14,73,192,Illinois,9/30/1989,1,2012,0,4.37,12,38.5,124,0,0
2006,Aaron Moorehead,26,Aurora,CO,IND,WR,14,75,200,Illinois,11/5/1980,0,0,0,0,0,0,0,0,0
2005,Aveion Cason,26,St. Petersburg,FL,STL,RB,14,70,204,Illinois St.,7/12/1979,0,0,0,0,0,0,0,0,0
2003,Artose Pinner,25,Hopkinsville,KY,DET,RB,14,70,232,Kentucky,1/5/1978,4,2003,0,0,0,0,0,0,0
1999,Moe Williams,25,Columbus,GA,MIN,RB,14,73,205,Kentucky,7/26/1974,3,1996,0,0,0,0,0,0,0
2003,Alan Ricard,26,Independence,LA,BAL,RB,14,71,237,La-Monroe,1/17/1977,0,0,0,0,0,0,0,0,0
2012,Gary Barnidge,27,Middleburg,FL,CAR,TE,14,77,240,Louisville,8/27/1900,5,2008,0,4.61,22,31,117,4.23,6.92
2002,Karl Hankton,32,New Orleans,LA,CAR,WR,14,74,202,LSU,7/24/1970,0,0,0,0,0,0,0,0,0
2002,Rondell Mealey,25,New Orleans,LA,GNB,RB,14,73,224,LSU,2/24/1977,7,2000,0,4.69,33,33,120,4.15,6.89
2012,Matthew Mulligan,27,West Enfield,ME,STL,WR,14,76,258,Maine,9/14/1900,0,0,0,0,0,0,0,0,0
2003,Jermaine Wiggins,28,East Boston,MA,CAR,TE,14,74,260,Marshall,1/18/1975,0,0,0,0,0,0,0,0,0
2008,Nate Jackson,29,San Jose,CA,DEN,WR,14,75,223,Menlo,6/4/1979,0,0,0,0,0,0,0,0,0
2009,Edgerrin James,31,Immokalee,FL,SEA,RB,14,73,214,Miami (FL),8/1/1978,1,1999,0,4.38,0,0,0,3.88,6.87
2000,Nick Luchey,23,Royal Oak,MI,CIN,RB,14,74,270,Miami (FL),3/30/1977,0,1999,0,0,0,0,0,0,0
2001,Travis Prentice,25,Louisville,KY,MIN,RB,14,71,221,Miami (OH),12/8/1976,3,2000,0,4.5,37,37,115,4.4,6.92
2000,Sedrick Irvin,22,Miami,FL,DET,RB,14,71,226,Miami Senior,3/30/1978,0,1999,0,4.58,35,35,117,0,0
2000,Chris Howard,25,Kenner,LA,JAX,RB,14,70,223,Michigan,5/5/1975,0,1998,0,0,0,0,0,0,0
2002,Jerame Tuman,26,Liberal,KS,PIT,TE,14,76,255,Michigan,3/24/1976,5,1999,0,4.85,33,33,113,4.2,7.17
2005,Mark Campbell,30,Clawson,MI,BUF,TE,14,78,255,Michigan,12/6/1975,0,0,0,0,0,0,0,0,0
2000,Mark Campbell,25,Clawson,MI,CLE,TE,14,78,255,Michigan,12/6/1975,0,0,0,0,0,0,0,0,0
2012,Brian Hoyer,27,North Olmsted,OH,ARI,QB,14,75,0,Michigan St.,1/0/1900,0,0,0,5.02,0,32,109,4.42,7.1
2009,Brian Hoyer,24,North Olmsted,OH,NWE,QB,14,75,0,Michigan St.,10/13/1985,0,0,0,5.02,0,32,109,4.42,7.1
2003,Chris Baker,24,St. Albans,NY,NYJ,TE,14,75,258,Michigan St.,11/18/1979,3,2002,0,4.94,35.5,35.5,106,4.9,8.06
2010,Matt Spaeth,27,St. Michael,MN,PIT,TE,14,79,270,Minnesota,11/24/1983,3,2007,0,0,0,0,0,0,0
2008,Matt Spaeth,25,St. Michael,MN,PIT,TE,14,79,270,Minnesota,11/24/1983,3,2007,0,0,0,0,0,0,0
2003,Reggie Kelly,26,Aberdeen,MS,CIN,TE,14,76,255,Mississippi St.,2/22/1977,2,1999,0,4.86,32,32,0,0,0
2001,Reggie Kelly,24,Aberdeen,MS,ATL,TE,14,76,255,Mississippi St.,2/22/1977,2,1999,0,4.86,32,32,0,0,0
2008,James Thrash,33,Denver,CO,WAS,WR,14,73,200,Missouri Southern,4/28/1975,0,0,0,0,0,0,0,0,0
2008,Chad Simpson,23,Miami,FL,IND,RB,14,69,216,Morgan St.,8/22/1985,0,0,0,4.4,0,32.5,124,0,0
1999,Joel Makovicka,24,Brainard,NE,ARI,RB,14,71,246,Nebraska,10/6/1975,4,1999,0,4.81,32.5,32.5,106,4.05,6.72
2004,Ryan Krause,23,Omaha,NE,SDG,TE,14,75,256,Nebraska-Omaha,6/16/1981,6,0,0,0,0,0,0,0,0
2000,Na Brown,23,Reidsville,NC,PHI,WR,14,73,196,North Carolina,2/22/1977,0,1999,0,4.56,40.5,40.5,110,0,0
2000,Jim Kleinsasser,23,Carrington,ND,MIN,RB,14,75,272,North Dakota,1/31/1977,0,1999,0,4.79,34.5,34.5,114,4.33,7.24
2004,Lamar Gordon,24,Milwaukee,WI,MIA,RB,14,73,228,North Dakota St.,1/7/1980,3,0,0,4.55,16,34,119,0,0
2010,Tyrell Sutton,24,Akron,OH,CAR,RB,14,69,190,Northwestern,12/19/1986,0,0,0,4.68,0,33,114,4.32,6.94
2004,Jamaar Taylor,23,Giessen,West,NYG,WR,14,73,197,Notre Dame,2/25/1981,6,0,0,0,0,0,0,0,0
2004,Joey Goodspeed,26,Berwyn,IL,STL,RB,14,73,247,Notre Dame,2/22/1978,0,0,0,0,0,0,0,0,0
2010,Maurice Stovall,25,Philadelphia,PA,TAM,WR,14,76,215,Notre Dame,2/21/1985,3,2006,0,4.57,0,35,122,4.16,6.81
2003,Jamal Robertson,26,Dayton,OH,SFO,RB,14,70,210,Ohio Northern,1/10/1977,0,0,0,0,0,0,0,0,0
2007,Ben Hartsock,27,Chillicothe,OH,TEN,TE,14,76,264,Ohio St.,7/5/1980,3,2004,0,4.8,23,35,117,4.03,7.11
2011,Brandon Saine,23,Piqua,OH,GNB,RB,14,12,220,Ohio St.,12/14/1988,0,0,0,4.4,22,34.5,113,4.25,6.98
2008,Joey Galloway,37,Bellaire,OH,TAM,WR,14,71,197,Ohio St.,11/20/1971,1,1995,0,0,0,0,0,0,0
2000,De'Mond Parker,24,Tulsa,OK,GNB,RB,14,70,185,Oklahoma,12/24/1976,0,1999,0,4.49,41.5,41.5,120,4.16,7.28
1999,Alonzo Mayes,24,Oklahoma City,OK,CHI,TE,14,76,259,Oklahoma St.,6/4/1975,4,1998,0,0,0,0,0,0,0
2011,Jeremiah Johnson,24,Los Angeles,CA,DEN,RB,14,69,198,Oregon,2/15/1987,0,0,0,4.62,20,35,115,0,0
2003,Ki-Jana Carter,30,Westerville,OH,NOR,RB,14,70,222,Penn St.,9/12/1973,1,1995,0,0,0,0,0,0,0
2011,Michael Robinson,28,Richmond,VA,SEA,WR,14,73,225,Penn St.,2/6/1983,4,2006,0,0,0,0,0,0,0
2000,O.J. McDuffie,31,Marion,OH,MIA,WR,14,70,194,Penn St.,12/2/1969,1,1993,0,0,0,0,0,0,0
2001,Sam Gash,32,Hendersonville,NC,BAL,RB,14,73,242,Penn St.,3/7/1969,8,1992,0,0,0,0,0,0,0
2005,Lousaka Polite,24,North Braddock,PA,DAL,RB,14,73,246,Pittsburgh,9/14/1981,0,0,0,4.68,28,32,117,4.19,7.45
2001,Daimon Shelton,29,Duarte,CA,CHI,RB,14,73,262,Sacramento St.,9/15/1972,6,0,0,0,0,0,0,0,0
2010,Todd Bouman,38,Lyon County,MN,JAX,QB,14,74,229,St. Cloud St.,8/1/1972,0,0,0,0,0,0,0,0,0
2012,Erik Lorig,26,Rolling Hills,CA,TAM,RB,14,76,265,Stanford,9/21/1900,7,2010,0,0,0,0,0,0,0
2011,Martellus Bennett,24,San Diego County,TX,DAL,TE,14,79,248,Texas A&M,3/10/1987,2,2008,0,4.68,18,34,118,4.53,7.64
2011,Stephen McGee,26,Round Rock,TX,DAL,QB,14,74,223,Texas A&M,9/27/1985,4,2009,0,4.61,0,33,112,4.49,7.34
2012,Baron Batch,25,Odessa,TX,PIT,RB,14,69,200,Texas Tech,7/18/1900,7,2011,0,0,0,0,0,0,0
2004,Lee Mays,26,Houston,TX,PIT,WR,14,74,200,Texas-El Paso,9/18/1978,6,2002,0,4.55,0,32.5,119,4.17,7.06
2012,Mewelde Moore,30,Hammond,LA,IND,RB,14,71,210,Tulane,7/28/1900,4,2004,0,4.65,0,35,118,4.14,7.07
2002,Gus Frerotte,31,Kittanning,PA,CIN,QB,14,75,237,Tulsa,7/31/1971,7,1994,0,0,0,0,0,0,0
2011,Logan Paulsen,24,Northridge,CA,WAS,TE,14,77,264,UCLA,2/26/1987,0,0,0,0,0,0,0,0,0
2011,Terrence Austin,23,Long Beach,CA,WAS,WR,14,12,175,UCLA,8/25/1988,7,2010,0,0,0,0,0,0,0
2007,Greg Estandia,25,Moorpark,CA,JAX,TE,14,80,240,UNLV,11/18/1982,0,0,0,0,0,0,0,0,0
2005,Arlen Harris,25,Chester,PA,STL,RB,14,70,212,Virginia,4/22/1980,0,0,0,0,0,0,0,0,0
2003,Antonio Freeman,31,Baltimore,MD,GNB,WR,14,73,198,Virginia Tech,5/27/1972,3,1995,0,0,0,0,0,0,0
2000,Walter Rasby,28,Washington,NC,DET,TE,14,75,252,Wake Forest,9/7/1972,0,0,0,0,0,0,0,0,0
2003,Cam Cleeland,28,Sedro-Woolley,WA,STL,TE,14,77,272,Washington,8/15/1975,2,1998,0,0,0,0,0,0,0
2003,Adrian Murrell,33,Fayetteville,NC,DAL,RB,14,71,211,West Virginia,10/16/1970,5,1993,0,0,0,0,0,0,0
2000,Adrian Murrell,30,Fayetteville,NC,WAS,RB,14,71,211,West Virginia,10/16/1970,0,1993,0,0,0,0,0,0,0
2007,Anthony Becht,30,Drexel Hill,PA,TAM,TE,14,77,272,West Virginia,8/8/1977,1,2000,0,4.78,0,33.5,123,4.08,6.94
2003,David Patten,29,Columbia,SC,NWE,WR,14,70,190,West. Carolina,8/19/1974,0,0,0,0,0,0,0,0,0
2007,Richard Angulo,27,Albuquerque,NM,JAX,TE,14,79,260,West. New Mexico,8/13/1980,7,2003,0,0,0,0,0,0,0
2001,Chris Hetherington,29,North Branford,CT,CAR,RB,14,75,245,Yale,11/27/1972,0,0,0,0,0,0,0,0,0
2013,Kyle Williams,25,San Jose,CA,2TM,WR,14,70,185,#REF!,7/19/1988,6,2010,0,4.4,11,33,118,4.19,7
2012,Henry Hynoski,24,Ellysburg,PA,NYG,RB,13,74,260,0,9/16/1900,0,0,0,5.06,24,30.5,111,0,0
2013,Tommy Bohanon,23,0,,NYJ,RB,13,73,246,#REF!,1/0/1900,7,2013,0,4.88,36,35,119,4.42,7.27
2005,Jason McAddley,26,Brooklyn,NY,SFO,WR,13,74,200,Alabama,7/28/1979,5,2002,0,4.47,0,36.5,123,4.09,6.83
2007,Le'Ron McClain,23,Fort Wayne,IN,BAL,RB,13,73,260,Alabama,12/27/1984,4,2007,0,4.85,14,29.5,113,4.47,7.14
2009,Tim Castille,25,Phenix City,AL,KAN,RB,13,71,242,Alabama,5/29/1984,0,0,0,0,0,0,0,0,0
2009,Nate Hughes,24,Macon,MS,JAX,WR,13,73,186,Alcorn St.,1/18/1985,0,0,0,0,0,0,0,0,0
2001,Jeremy McDaniel,25,New Bern,NC,BUF,WR,13,73,197,Arizona,5/2/1976,0,0,0,4.63,33.5,33.5,112,4.32,7.3
2010,Spencer Larsen,26,Mesa,AZ,DEN,RB,13,74,235,Arizona,3/4/1984,6,2008,0,4.85,27,28.5,113,4.55,7.68
2010,Dimitri Nance,22,Bedford,TX,GNB,RB,13,69,224,Arizona St.,2/18/1988,0,0,0,0,0,0,0,0,0
2008,Ryan Torain,22,Topeka,KS,DEN,RB,13,73,213,Arizona St.,8/10/1986,5,2008,0,4.61,21,34,120,0,0
2003,Steve Bush,29,Paradise Valley,AZ,ARI,TE,13,75,280,Arizona St.,7/4/1974,0,0,0,0,0,0,0,0,0
2005,Terrelle Smith,27,West Covina,CA,CLE,RB,13,73,246,Arizona St.,3/12/1978,4,2000,0,5,19,32.5,109,4.85,8.38
2009,Peyton Hillis,23,Conway,AR,DEN,RB,13,73,240,Arkansas,1/21/1986,7,2008,0,4.64,26,30.5,117,0,7.15
2001,Bryan Johnson,23,Los Angeles,CA,WAS,RB,13,73,245,Boise St.,1/18/1978,0,0,0,0,0,0,0,0,0
2006,Jeb Putzier,27,Eagle,ID,HOU,TE,13,76,256,Boise St.,1/20/1979,6,2002,0,0,0,0,0,0,0
2013,James Develin,25,0,,NWE,RB,13,75,251,Brown,1/0/1900,0,0,0,0,0,0,0,0,0
2009,Naufahu Tahi,28,Fontana,CA,MIN,RB,13,73,230,BYU,10/30/1981,0,0,0,4.85,35,29,101,4.7,7.74
2009,Casey Fitzsimmons,29,Wolf Point,MT,DET,TE,13,76,258,Carroll (MT),10/10/1980,0,0,0,0,0,0,0,0,0
2000,Charles Lee,23,Miami,FL,GNB,WR,13,75,227,Central Florida,11/19/1977,0,2000,0,4.56,35.5,35.5,125,4.25,7.3
2011,Michael Palmer,23,Stone Mountain,GA,ATL,TE,13,77,260,Clemson,1/18/1988,0,0,0,0,0,0,0,0,0
2000,Darrin Chiaverini,23,Orange County,CA,CLE,WR,13,74,210,Colorado,10/12/1977,0,1999,0,4.53,33,33,112,4.16,0
2013,Vonta Leach,32,Lumberton,NC,BAL,RB,13,73,246,#REF!,11/6/1981,0,0,0,0,0,0,0,0,0
2008,Andre Caldwell,23,Tampa,FL,CIN,WR,13,73,207,Florida,4/15/1985,3,2008,0,4.35,0,33,124,4.11,6.75
2001,Fred Taylor,25,Pahokee,FL,JAX,RB,13,73,234,Florida,1/27/1976,1,1998,0,0,0,0,0,0,0
2011,Rob Housler,23,El Paso,TX,ARI,TE,13,77,238,Florida Atlantic,3/17/1988,3,2011,0,4.46,22,37,117,4.21,6.9
2007,Craphonso Thorpe,24,Tallahassee,FL,IND,WR,13,73,187,Florida St.,6/27/1983,4,2005,0,0,0,0,0,0,0
2011,Lorenzo Booker,27,Oxnard,CA,MIN,RB,13,12,191,Florida St.,6/14/1984,3,2007,0,4.46,26,35.5,121,0,0
2000,Windrell Hayes,24,Stockton,CA,NYJ,WR,13,71,198,Franklin,12/14/1976,0,2000,0,4.5,0,0,0,4.18,7.33
2004,Trent Dilfer,32,Santa Cruz,CA,SEA,QB,13,76,225,Fresno St.,3/13/1972,1,1994,0,0,0,0,0,0,0
2010,Jerome Felton,24,Duren,West,DET,RB,13,73,246,Furman,7/3/1986,5,0,0,4.68,30,32.5,110,4.46,7.2
2012,Leonard Pope,29,Americus,GA,PIT,TE,13,80,264,Georgia,9/20/1900,3,0,0,4.62,22,37.5,118,4.67,7.48
2001,Patrick Pass,24,Scottsdale,GA,NWE,RB,13,70,217,Georgia,12/31/1977,7,2000,0,0,0,0,0,0,0
2012,Anthony Allen,24,Tampa,FL,BAL,RB,13,73,223,Georgia Tech,8/10/1900,7,2011,0,4.56,24,41.5,120,4.06,6.79
2011,Jonathan Dwyer,22,Marietta,GA,PIT,RB,13,12,235,Georgia Tech,7/26/1989,6,2010,17,4.64,15,33,107,4.67,7.56
2003,Tony Hollings,22,Macon,GA,HOU,RB,13,70,216,Georgia Tech,12/1/1981,2,0,0,0,0,0,0,0,0
2004,David Kircus,24,Mount Clemens,MI,DET,WR,13,73,185,Grand Valley St.,2/19/1980,6,0,0,0,0,0,0,0,0
2007,Brandon Middleton,26,Houston,TX,DET,WR,13,12,190,Houston,1/2/1981,0,0,0,0,0,0,0,0,0
2003,Jeff Robinson,33,Spokane,WA,DAL,TE,13,76,264,Idaho,2/20/1970,4,0,0,0,0,0,0,0,0
2006,Jameel Cook,27,Miami,FL,HOU,RB,13,70,237,Illinois,2/8/1979,6,2001,0,4.8,17,29.5,108,4.38,7.55
2003,Kurt Kittner,23,Schaumburg,IL,ATL,QB,13,74,221,Illinois,1/23/1980,5,2002,31,4.86,27,27,0,4.5,7.34
2009,Moran Norris,31,Houston,TX,SFO,RB,13,73,250,Kansas,6/16/1978,4,2001,0,4.63,37,31,114,4.5,7.56
2001,Justin Swift,26,Kansas City,KS,SFO,TE,13,75,265,Kansas St.,8/14/1975,7,1999,0,4.81,33,33,111,4.15,6.93
2007,Tim Rattay,30,Elyria,OH,ARI,QB,13,73,200,Louisiana Tech,3/15/1977,7,2000,27,4.91,0,25.5,100,4.21,7.34
2005,Mike Bartrum,35,Gallipolis,OH,PHI,TE,13,76,245,Marshall,6/23/1970,0,0,0,0,0,0,0,0,0
2013,Chase Ford,23,0,,MIN,TE,13,78,245,Miami (FL),1/0/1900,0,0,0,4.78,0,0,0,0,0
1999,Nick Luchey,22,Royal Oak,MI,CIN,RB,13,74,270,Miami (FL),3/30/1977,5,1999,0,0,0,0,0,0,0
2013,Travis Benjamin,24,Belle Glade,FL,CLE,WR,13,70,172,Miami (FL),12/29/1989,4,2012,0,4.31,14,38,119,0,0
1999,Derrick Walker,32,Glenwood,IL,OAK,TE,13,73,246,Michigan,6/23/1967,6,1990,0,0,0,0,0,0,0
2006,Jason Avant,23,Chicago,IL,PHI,WR,13,73,210,Michigan,4/20/1983,4,2006,0,0,0,0,0,0,0
2006,Jerame Tuman,30,Liberal,KS,PIT,TE,13,76,255,Michigan,3/24/1976,5,1999,0,4.85,23,33,113,4.2,7.17
2002,Jon Ritchie,28,Mechanicsburg,PA,OAK,RB,13,74,250,Michigan,9/4/1974,3,1998,0,0,0,0,0,0,0
1999,Mark Campbell,24,Clawson,MI,CLE,TE,13,78,255,Michigan,12/6/1975,0,0,0,0,0,0,0,0,0
1999,Tony Carter,27,Columbus,OH,NWE,RB,13,73,230,Minnesota,8/23/1972,0,0,0,0,0,0,0,0,0
2009,BenJarvus Green-Ellis,24,New Orleans,LA,NWE,RB,13,71,215,Mississippi,7/2/1985,0,0,0,4.6,24,30.5,114,0,0
2007,Cory Ross,25,Denver,CO,BAL,RB,13,66,201,Nebraska,9/22/1982,0,0,0,4.58,15,0,0,0,0
2002,David Sloan,30,Fresno,CA,NOR,TE,13,78,260,New Mexico,6/8/1972,3,1995,0,0,0,0,0,0,0
2007,Patrick Cobbs,24,Shawnee,OK,MIA,RB,13,69,210,North Texas,1/31/1983,0,0,0,0,0,0,0,0,0
2009,Tyrell Sutton,23,Akron,OH,CAR,RB,13,69,190,Northwestern,12/19/1986,0,0,0,4.68,0,33,114,4.32,6.94
2006,Anthony Fasano,22,Glen Ridge,NJ,DAL,TE,13,76,255,Notre Dame,4/20/1984,2,2006,0,4.86,19,33.5,0,4.34,6.94
1999,Autry Denson,23,Davie,FL,MIA,RB,13,70,193,Notre Dame,12/8/1976,7,1999,0,4.67,31,31,116,4.15,6.97
2006,Carlyle Holiday,25,El Paso,TX,2TM,WR,13,74,217,Notre Dame,10/4/1981,0,0,0,0,0,0,0,0,0
2001,Kent Graham,33,Wheaton,IL,WAS,QB,13,77,231,Notre Dame,11/1/1968,8,0,0,0,0,0,0,0,0
2006,Maurice Stovall,21,Philadelphia,PA,TAM,WR,13,76,215,Notre Dame,2/21/1985,3,2006,0,4.57,0,35,122,4.16,6.81
2002,Cris Carter,37,Troy,OH,MIA,WR,13,75,202,Ohio St.,11/25/1965,4,0,0,0,0,0,0,0,0
2008,Troy Smith,24,Cleveland,OH,BAL,QB,13,73,0,Ohio St.,7/20/1984,5,2007,0,4.64,0,35.5,113,4.24,7.25
2003,Josh Norman,23,Midland,TX,SDG,TE,13,74,236,Oklahoma,7/27/1980,0,0,0,4.61,33,33,124,4.23,7.09
2007,Mark Bradley,25,Pine Bluff,AR,CHI,WR,13,73,201,Oklahoma,1/29/1982,2,2005,0,4.37,0,39.5,128,4.02,6.96
2011,Mossis Madu,24,Norman,OK,TAM,RB,13,73,197,Oklahoma,11/4/1987,0,0,0,0,0,0,0,0,0
2001,Marcellus Rivers,23,Oklahoma City,OK,NYG,TE,13,76,250,Oklahoma St.,10/26/1978,0,0,0,4.84,32.5,32.5,113,4.25,7.04
2004,George Wrighster,23,Memphis,TN,JAX,TE,13,75,260,Oregon,4/1/1981,4,2003,0,4.89,16,34.5,115,0,7.24
2013,Jeff Maehl,24,Paradise,CA,PHI,WR,13,73,190,Oregon,3/16/1989,0,0,0,4.56,0,33.5,115,3.94,6.42
2007,Marcel Shipp,29,Paterson,NJ,ARI,RB,13,12,230,Passaic Co. Tech,8/8/1978,0,0,0,4.71,18,32.5,0,0,0
2002,John Gilmore,23,Marquette,MI,CHI,TE,13,76,260,Penn St.,9/21/1979,6,2002,0,0,0,0,0,0,0
2010,Michael Robinson,27,Richmond,VA,SEA,WR,13,73,225,Penn St.,2/6/1983,4,2006,0,0,0,0,0,0,0
2004,Darian Barnes,24,Toms River,NJ,DAL,RB,13,74,250,Rutgers,2/29/1980,0,0,0,0,0,0,0,0,0
2012,Ryan Lindley,23,San Diego,CA,ARI,QB,13,75,0,San Diego St.,1/0/1900,6,2012,35,4.86,0,29.5,108,4.45,7.52
2012,Cole Beasley,23,Houston,TX,DAL,WR,13,68,174,SMU,6/22/1900,0,0,0,0,0,0,0,0,0
2009,Steve Heiden,33,Rushford,MN,CLE,TE,13,77,265,South Dakota St.,9/21/1976,3,0,0,4.84,26,32,121,4.11,6.96
2003,Steve Heiden,27,Rushford,MN,CLE,TE,13,77,265,South Dakota St.,9/21/1976,3,0,0,4.84,32,32,121,4.11,6.96
2010,Clay Harbor,23,Dwight,IL,PHI,TE,13,75,252,SW Missouri St.,7/2/1987,4,0,0,4.62,30,40,120,4.37,0
2005,Kevin Johnson,29,Trenton,NJ,DET,WR,13,71,195,Syracuse,7/15/1976,2,1999,0,4.41,0,36.5,115,3.86,0
2006,Kyle Johnson,28,Rahway,NJ,DEN,RB,13,73,242,Syracuse,12/15/1978,5,2002,0,4.74,22,34,119,4.35,7.4
2010,Donte' Stallworth,30,Sacramento,CA,BAL,WR,13,73,197,Tennessee,11/10/1980,1,2002,0,0,0,0,0,0,0
2012,Lee Smith,25,Powell,TN,BUF,TE,13,78,269,Tennessee,9/25/1900,5,0,0,4.94,25,29,108,4.28,7.16
2005,Troy Fleming,25,Franklin,TN,TEN,RB,13,74,230,Tennessee,10/1/1980,6,2004,0,4.62,0,32,120,3.95,6.94
2008,Jermichael Finley,21,Lufkin,TX,GNB,TE,13,76,240,Texas,3/26/1987,3,2008,0,4.82,20,27.5,117,4.38,7.15
2000,Paul Smith,22,El Paso,TX,SFO,RB,13,71,234,Texas-El Paso,1/31/1978,0,2000,0,4.95,26.5,26.5,111,4.29,7.02
2007,Patrick Ramsey,28,Ruston,LA,DEN,QB,13,74,225,Tulane,2/14/1979,1,2002,32,5.24,0,33.5,0,4.09,7.12
2005,Patrick Ramsey,26,Ruston,LA,WAS,QB,13,74,0,Tulane,2/14/1979,1,2002,32,5.24,0,33.5,0,4.09,7.12
2013,Derrick Coleman,23,0,,SEA,RB,13,73,233,UCLA,1/0/1900,0,0,0,0,0,0,0,0,0
2013,Fred Davis,27,Toledo,OH,WAS,TE,13,75,250,USC,1/15/1986,2,2008,0,0,0,0,0,0,0
1999,Johnny McWilliams,27,Ontario,CA,ARI,TE,13,76,271,USC,12/14/1972,3,1996,0,0,0,0,0,0,0
2008,Matt Leinart,25,Santa Ana,CA,ARI,QB,13,77,0,USC,5/11/1983,1,2006,35,4.9,0,0,0,0,0
2012,Stanley Havili,25,Salt Lake City,UT,PHI,RB,13,73,230,USC,8/17/1900,7,2011,0,0,0,0,0,0,0
2002,Chris Fuamatu-Ma'afala,25,Honolulu,HI,PIT,RB,13,73,252,Utah,3/4/1977,6,1998,0,0,0,0,0,0,0
2012,Steve Smith,27,Los Angeles,CA,STL,WR,13,69,185,Utah,7/3/1900,3,2001,0,4.44,0,38,120,4.19,6.68
2001,Patrick Jeffers,28,Fort Campbell,KY,CAR,WR,13,75,217,Virginia,2/2/1973,5,1996,0,0,0,0,0,0,0
2012,Jeff King,29,Pulaski,VA,ARI,TE,13,77,250,Virginia Tech,9/6/1900,5,2006,0,4.83,21,32.5,109,4.13,6.99
2004,Dustin Lyman,28,Boulder,CO,CHI,TE,13,76,245,Wake Forest,8/5/1976,3,0,0,4.7,22,35,118,4.06,6.86
2002,Mark Bruener,30,Olympia,WA,PIT,TE,13,76,260,Washington,9/16/1972,1,1995,0,0,0,0,0,0,0
2012,Kevin Boss,28,Corvallis,OR,KAN,TE,13,79,255,Western Oregon,9/11/1900,5,0,0,4.78,0,35,116,4.41,6.96
2009,Michael Bennett,31,Milwaukee,WI,SDG,RB,13,69,211,Wisconsin,8/13/1978,1,2001,0,5,24,31,110,0,0
2013,Jeff Tuel,22,0,,BUF,QB,12,75,218,#REF!,1/0/1900,0,0,0,0,0,0,0,0,0
2013,Domenik Hixon,29,Neukirchen,Germany,CAR,WR,12,74,192,Akron,10/8/1984,4,2006,0,0,0,0,0,0,0
2012,Greg McElroy,24,Los Angeles,CA,NYJ,QB,12,74,0,Alabama,1/0/1900,7,2011,43,4.84,0,33,107,4.45,7.11
2012,Armanti Edwards,24,Greenwood,SC,CAR,WR,12,71,191,Appalachian St.,7/9/1900,3,0,0,0,0,0,0,0,0
2008,Mike Bell,25,Denver,CO,NOR,RB,12,73,215,Arizona,4/23/1983,0,0,0,4.6,19,31.5,112,4.24,7.17
2011,Spencer Larsen,27,Mesa,AZ,DEN,RB,12,74,235,Arizona,3/4/1984,6,2008,0,4.85,27,28.5,113,4.55,7.68
2005,Derick Armstrong,26,Jasper,TX,HOU,WR,12,74,206,Ark-Monticello,4/2/1979,0,0,0,0,0,0,0,0,0
2000,Karsten Bailey,23,Newnan,GA,SEA,WR,12,73,205,Auburn,4/26/1977,0,1999,0,4.33,40,40,121,3.99,6.99
2004,Stephen Davis,30,Spartanburg,SC,CAR,RB,12,73,230,Auburn,3/1/1974,4,1996,0,0,0,0,0,0,0
2006,Tony Richardson,35,Frankfurt,Germany,MIN,RB,12,73,238,Auburn,12/17/1971,0,0,0,0,0,0,0,0,0
2010,James Starks,24,Niagara Falls,NY,GNB,RB,12,73,203,Buffalo,2/25/1986,6,2010,0,4.5,15,36,119,4.23,6.89
2007,Daniel Coats,23,Layton,UT,CIN,TE,12,75,257,BYU,4/16/1984,0,0,0,4.94,34,30,111,4.43,7.07
2010,Cameron Morrah,23,Pomona,CA,SEA,TE,12,75,244,California,3/18/1987,7,2009,0,4.65,24,32.5,115,4.36,6.99
2011,Shane Vereen,22,Valencia,CA,NWE,RB,12,12,200,California,3/2/1989,2,2011,0,4.49,31,34,115,4.28,6.95
2013,Isaiah Pead,24,Columbus,OH,STL,RB,12,70,197,Cincinnati,12/14/1989,2,2012,0,4.39,0,33,116,4.32,6.95
2008,Joe Klopfenstein,25,Denver,CO,STL,TE,12,77,250,Colorado,11/9/1983,2,2006,0,4.63,27,36,112,4.24,7.4
2012,Lawrence Vickers,29,Houston,TX,DAL,RB,12,73,240,Colorado,8/27/1900,6,2006,0,4.82,21,30.5,104,4.64,7.75
2010,David Anderson,27,Westlake Village,CA,HOU,WR,12,70,195,Colorado St.,7/28/1983,7,2006,0,4.57,0,34,116,4.21,6.88
2010,Ben Patrick,26,Savannah,GA,ARI,TE,12,75,252,Duke,8/23/1984,7,2007,0,4.74,0,34.5,111,4.31,7.21
2008,Ben Patrick,24,Savannah,GA,ARI,TE,12,75,252,Duke,8/23/1984,7,2007,0,4.74,0,34.5,111,4.31,7.21
2006,Vonta Leach,25,Lumberton,NC,2TM,RB,12,73,246,East Carolina,11/6/1981,0,0,0,0,0,0,0,0,0
2003,Alex Bannister,24,Cincinnati,OH,SEA,WR,12,77,207,East. Kentucky,4/23/1979,5,0,0,4.47,30.5,30.5,110,0,0
